Station_Code,Well_Name,LATITUDE,LONGITUDE,Elevation,COUNTY_NAME,BASIN_CODE,BASIN_NAME,Well_Depth,WELL_USE,WELL_TYPE
01N04E36Q001M,MRL-2W,37.88605556,-121.48183333,6.9,San Joaquin,5-022.15,Tracy,81.0,Observation,Single Well
01N04E36Q002M,MRL-3W,37.88486111,-121.48216667,-1.0,San Joaquin,5-022.15,Tracy,34.0,Observation,Single Well
01N04E36Q003M,MLNO-2,37.88602778,-121.48191667,8.6,San Joaquin,5-022.15,Tracy,20.0,Observation,Single Well
01N04E36Q004M,MLNO-1,37.88502778,-121.482,15.9,San Joaquin,5-022.15,Tracy,20.0,Observation,Single Well
01S04E28F001M,GLWL-2W,37.81855556,-121.54433333,16.1,San Joaquin,5-022.15,Tracy,25.0,Observation,Single Well
01S04E28F002M,GLWL-1W,37.82041667,-121.54444444,2.2,San Joaquin,5-022.15,Tracy,89.0,Observation,Single Well
01S04E28F003M,GLNO-1,37.81855556,-121.54380556,15.4,San Joaquin,5-022.15,Tracy,25.0,Observation,Single Well
01S04E28F004M,GLNO-2,37.82033333,-121.54361111,19.3,San Joaquin,5-022.15,Tracy,25.0,Observation,Single Well
01S04E28P001M,ORL-5W,37.81083333,-121.54263889,6.7,San Joaquin,5-022.15,Tracy,51.0,Observation,Single Well
01S04E28P002M,ORL-1W,37.81030556,-121.54488889,13.7,San Joaquin,5-022.15,Tracy,106.0,Observation,Single Well
01S04E28P003M,OLNO-4,37.8105,-121.54219444,16.9,San Joaquin,5-022.15,Tracy,20.0,Observation,Single Well
01S04E28P004M,OLNO-3,37.80969444,-121.54277778,14.1,San Joaquin,5-022.15,Tracy,20.0,Observation,Single Well
01S06E09E001M,UR-3A,37.86251731,-121.32102875,8.93,San Joaquin,5-022.15,Tracy,17.0,Observation,Single Well
01S06E09E002M,UR-3B,37.86251189,-121.32158937,6.51,San Joaquin,5-022.15,Tracy,20.0,Observation,Single Well
01S06E16D002M,UR-2A,37.85137325,-121.32365659,11.67,San Joaquin,5-022.15,Tracy,20.0,Observation,Single Well
01S06E16D003M,UR-2B,37.85122454,-121.324648,11.25,San Joaquin,5-022.15,Tracy,21.0,Observation,Single Well
01S06E29R001M,UR-1A,37.81110136,-121.32564733,15.383,San Joaquin,5-022.15,Tracy,28.0,Observation,Single Well
01S06E29R002M,UR-1B,37.81260856,-121.3256613,15.363,San Joaquin,5-022.15,Tracy,25.0,Observation,Single Well
01S06E29R003M,UR-1C,37.81306824,-121.32579517,15.333,San Joaquin,5-022.15,Tracy,40.0,Observation,Single Well
03N04E11L001M,ND69,38.120444444,-121.50941666,-4.48,San Joaquin,5-022.01,Eastern San Joaquin,25.0,Observation,Single Well
04N04E01N001M,ND-21B,38.21975,-121.4975,0.0,San Joaquin,5-022.01,Eastern San Joaquin,35.0,Observation,Single Well
04N04E02B001M,ND34,38.232889,-121.507028,9.63,Sacramento,5-021.66,Solano,20.0,Observation,Single Well
04N04E10Q001M,ND39MA,38.20441667,-121.5280556,-3.37,Sacramento,5-021.66,Solano,100.0,Observation,Part of a nested/multi-completion well
04N04E10Q002M,ND39MB,38.20441667,-121.5280556,-3.37,Sacramento,5-021.66,Solano,100.0,Observation,Part of a nested/multi-completion well
04N04E12M001M,ND38MA,38.2108889,-121.5020556,-2.58,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
04N04E12M002M,ND38MB,38.2108889,-121.5020556,-2.58,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
04N04E13A001M,ND23MA,38.20469444,-121.4808889,3.52,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
04N04E13A002M,ND23MB,38.20469444,-121.4808889,3.52,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
04N04E27F001M,ND45,38.16880456,-121.5287087,3.52,San Joaquin,5-022.01,Eastern San Joaquin,25.0,Observation,Single Well
04N04E34N001M,ND48MA,38.14825,-121.53608333,-7.38,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
04N04E34N002M,ND48MB,38.14825,-121.53608333,-7.38,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
04N05E07N002M,ND-22,38.20625,-121.47936,3.52,San Joaquin,5-022.01,Eastern San Joaquin,20.0,Observation,Part of a nested/multi-completion well
05N03E09L001M,PI-5A,38.29020604,-121.64733086,17.61,Solano,5-021.66,Solano,43.0,Observation,Single Well
05N03E09L002M,PI-5B,38.29019763,-121.64736277,17.97,Solano,5-021.66,Solano,82.0,Observation,Single Well
05N03E15F001M,Ryer MW-7,38.27965087,-121.63236835,-1.76,Solano,5-021.66,Solano,40.0,Observation,Single Well
05N03E15F002M,Ryer MW-8,38.27964821,-121.63238779,-1.62,Solano,5-021.66,Solano,15.0,Observation,Single Well
05N03E15P001M,Ryer MW-5,38.27280057,-121.62985774,-2.91,Solano,5-021.66,Solano,40.0,Observation,Single Well
05N03E15P002M,Ryer MW-6,38.27280145,-121.62988366,-3.17,Solano,5-021.66,Solano,15.0,Observation,Single Well
05N03E16A001M,Ryer MW-9,38.28453651,-121.64187693,-1.73,Solano,5-021.66,Solano,40.0,Observation,Single Well
05N03E16A002M,Ryer MW-10,38.28453651,-121.64187693,-1.26,Solano,5-021.66,Solano,14.0,Observation,Single Well
05N03E16B001M,PI-6A,38.28471043,-121.64425711,16.41,Solano,5-021.66,Solano,31.0,Observation,Single Well
05N03E16B002M,PI-6B,38.28473692,-121.64425299,16.45,Solano,5-021.66,Solano,61.0,Observation,Single Well
05N03E16H001M,PI-7A,38.27892112,-121.6403016,15.87,Solano,5-021.66,Solano,27.0,Observation,Single Well
05N03E16H002M,PI-7B,38.27893819,-121.64032833,15.94,Solano,5-021.66,Solano,62.0,Observation,Single Well
05N03E16J001M,Ryer MW-3,38.27417177,-121.63988802,0.93,Solano,5-021.66,Solano,40.0,Observation,Single Well
05N03E16J002M,Ryer MW-4,38.27417072,-121.63990616,0.82,Solano,5-021.66,Solano,15.0,Observation,Single Well
05N03E16R001M,Ryer MW-11,38.2711299,-121.64191448,27.11,Solano,5-021.66,Solano,60.0,Observation,Single Well
05N03E16R002M,PI-8A,38.27267165,-121.64241576,15.7,Solano,5-021.66,Solano,27.0,Observation,Single Well
05N03E16R003M,PI-8B,38.2726972,-121.64239963,15.85,Solano,5-021.66,Solano,61.0,Observation,Single Well
05N03E20B001M,PI-3A,38.27028472,-121.66134915,13.85,Solano,5-021.66,Solano,27.0,Observation,Single Well
05N03E20B002M,PI-3B,38.27031076,-121.66134034,13.99,Solano,5-021.66,Solano,57.0,Observation,Single Well
05N03E20B003M,PI-3C,38.27032465,-121.66133658,13.96,Solano,5-021.66,Solano,99.0,Observation,Single Well
05N03E21G001M,PI-9A,38.26652,-121.6429347,15.34,Solano,5-021.66,Solano,26.0,Observation,Single Well
05N03E21G002M,PI-9B,38.2665424,-121.64291408,15.33,Solano,5-021.66,Solano,61.0,Observation,Single Well
05N03E21G003M,PI-9C,38.26656228,-121.64289534,15.33,Solano,5-021.66,Solano,98.0,Observation,Single Well
05N03E21H001M,Ryer MW-1,38.26574339,-121.64080961,0.21,Solano,5-021.66,Solano,40.0,Observation,Single Well
05N03E21H002M,Ryer MW-2,38.26574339,-121.64080961,0.36,Solano,5-021.66,Solano,14.0,Observation,Single Well
05N03E21L001M,PI-10A,38.26230448,-121.65030442,14.79,Solano,5-021.66,Solano,33.0,Observation,Single Well
05N03E21L002M,PI-10B,38.26230426,-121.65026937,14.85,Solano,5-021.66,Solano,60.0,Observation,Single Well
05N03E29A001M,PI-1A,38.25305822,-121.65674016,14.81,Solano,5-021.66,Solano,28.0,Observation,Single Well
05N03E29A002M,PI-1B,38.25307107,-121.65671031,14.79,Solano,5-021.66,Solano,76.0,Observation,Single Well
05N03E29C001M,PI-2A,38.25323585,-121.66649661,12.95,Solano,5-021.66,Solano,23.0,Observation,Single Well
05N03E29C002M,PI-2B,38.25325886,-121.66651141,12.85,Solano,5-021.66,Solano,64.0,Observation,Single Well
05N04E36G001M,ND13MA,38.241083,-121.489389,2.62,Sacramento,5-021.65,South American,100.0,Observation,Part of a nested/multi-completion well
05N04E36G002M,ND13MB,38.241083,-121.489389,2.62,Sacramento,5-021.65,South American,100.0,Observation,Part of a nested/multi-completion well
05N05E29D003M,ND1,38.25925,-121.466361,11.02,San Joaquin,5-022.01,Eastern San Joaquin,20.0,Observation,Single Well
05N05E30A004M,ND2,38.260361,-121.457639,7.92,Sacramento,5-021.65,South American,20.0,Observation,Single Well
05N05E30K001M,ND-6MA,38.2511944,-121.47419,2.92,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
05N05E30K002M,ND-6MB,38.2511944,-121.47419,2.92,San Joaquin,5-022.01,Eastern San Joaquin,100.0,Observation,Part of a nested/multi-completion well
07N02E35D001M,RD2068 MW-1A shallow,38.4159,-121.7303,33.0,Solano,5-021.66,Solano,43.0,Observation,Part of a nested/multi-completion well
07N02E35D002M,RD2068 MW-1B middle,38.4159,-121.7303,33.0,Solano,5-021.66,Solano,243.0,Observation,Part of a nested/multi-completion well
07N02E35D003M,RD2068 MW-1C deep,38.4159,-121.7303,33.0,Solano,5-021.66,Solano,445.0,Observation,Part of a nested/multi-completion well
09N03E08C001M,CON P1 shallow,38.646422,-121.667487,27.5,Yolo,5-021.67,Yolo,90.0,Observation,Part of a nested/multi-completion well
09N03E08C002M,CON P2 mid-shallow,38.646422,-121.667487,27.5,Yolo,5-021.67,Yolo,150.0,Observation,Part of a nested/multi-completion well
09N03E08C003M,CON P3 middle-deep,38.646422,-121.667487,27.5,Yolo,5-021.67,Yolo,280.0,Observation,Part of a nested/multi-completion well
09N03E08C004M,CON Ext and P4 deep,38.64643,-121.667384,27.5,Yolo,5-021.67,Yolo,545.0,Observation,Part of a nested/multi-completion well
09N04E20N001M,Sac Bypass Shallow,38.606329,-121.560173,21.49,Yolo,5-021.67,Yolo,100.0,Observation,Part of a nested/multi-completion well
09N04E20N002M,Sac Bypass Deep,38.606329,-121.560173,21.49,Yolo,5-021.67,Yolo,170.0,Observation,Part of a nested/multi-completion well
09N07E02G001M,Glenn Drive Well,38.665,-121.1776,177.32,Sacramento,5-021.65,South American,101.0,Observation,Single Well
10N03E10J500M,YBHC-3A1,38.73330602,-121.6338005,23.0,Yolo,5-021.67,Yolo,25.0,Observation,Single Well
10N03E10J501M,YBHC-3A2,38.73330014,-121.6338001,23.0,Yolo,5-021.67,Yolo,60.0,Observation,Single Well
10N03E10R500M,YBHC-3B2,38.73204742,-121.6329095,19.86,Yolo,5-021.67,Yolo,45.0,Observation,Single Well
10N03E10R501M,YBHC-3B1,38.73203943,-121.6329094,19.85,Yolo,5-021.67,Yolo,25.0,Observation,Single Well
10N03E11N500M,YBHC-3C1,38.73219789,-121.6298512,19.14,Yolo,5-021.67,Yolo,25.0,Observation,Single Well
10N03E11N501M,YBHC-3C2,38.73221058,-121.6298509,19.14,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
10N03E15J500M,YBHC-4B1,38.71834519,-121.6337205,20.14,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
10N03E15J501M,YBHC-4B2,38.71835409,-121.6337212,20.16,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
10N03E15J502M,YBHC-4A1,38.7201817,-121.6349733,18.25,Yolo,5-021.67,Yolo,25.0,Observation,Single Well
10N03E15J503M,YBHC-4A2,38.72017619,-121.6349744,18.25,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
10N03E15R500M,YBHC-4C1,38.71716281,-121.6323258,19.05,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
10N03E15R501M,YBHC-4C2,38.71716861,-121.6323345,19.09,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
10N03E22K500M,YBHC-5_1,38.706127042,-121.63866214,22.1,Yolo,5-021.67,Yolo,36.0,Observation,Single Well
10N03E22K501M,YBHC-5_2,38.706135543,-121.638658592,22.1,Yolo,5-021.67,Yolo,60.0,Observation,Single Well
10N03E22R500M,YBHC-9_2,38.7013656,-121.633121144,27.4,Yolo,5-021.67,Yolo,38.0,Observation,Single Well
10N03E23D500M,YBHC-7_1,38.711088235,-121.629329062,22.1,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
10N03E23D501M,YBHC-7_2,38.711078597,-121.629320351,22.1,Yolo,5-021.67,Yolo,55.0,Observation,Single Well
10N03E23E500M,YBHC-8_2,38.707251549,-121.631260455,24.0,Yolo,5-021.67,Yolo,62.0,Observation,Single Well
10N03E23E501M,YBHC-8_1,38.707248995,-121.631252496,24.0,Yolo,5-021.67,Yolo,35.0,Observation,Single Well
10N03E34C500M,YBHC-6A2,38.683714662,-121.643970137,22.3,Yolo,5-021.67,Yolo,60.0,Observation,Single Well
10N03E34C501M,YBHC-6A1,38.683720156,-121.643970811,22.3,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
10N03E34C502M,YBHC-6B1,38.683826475,-121.642559513,23.2,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
10N03E34C503M,YBHC-6B2,38.683826453,-121.642552157,23.2,Yolo,5-021.67,Yolo,60.0,Observation,Single Well
10N04E27R002M,AB-3 Deep,38.6869,-121.5221,27.34,Sacramento,5-021.64,North American,995.0,Observation,Part of a nested/multi-completion well
10N04E27R003M,AB-3 Middle,38.6869,-121.5221,27.34,Sacramento,5-021.64,North American,500.0,Observation,Part of a nested/multi-completion well
10N04E27R004M,AB-3 Shallow,38.6869,-121.5221,27.34,Sacramento,5-021.64,North American,220.0,Observation,Part of a nested/multi-completion well
10N04E31M001M,AB-4 Deep,38.6783,-121.5943,16.78,Sacramento,5-021.64,North American,1080.0,Observation,Single Well
10N04E31M002M,AB-4 Middle-Deep,38.6783,-121.5943,16.78,Sacramento,5-021.64,North American,815.0,Observation,Part of a nested/multi-completion well
10N04E31M003M,AB-4 Middle-Shallow,38.6783,-121.5943,16.78,Sacramento,5-021.64,North American,410.0,Observation,Part of a nested/multi-completion well
10N04E31M004M,AB-4 Shallow,38.6783,-121.5943,16.78,Sacramento,5-021.64,North American,200.0,Observation,Part of a nested/multi-completion well
10N08E29J001M,East Natoma Well,38.6895,-121.1169,382.2,Sacramento,5-021.65,South American,85.0,Unknown,Single Well
11N01E02D001M,LCB-13 Deep,38.8362,-121.8352,27.45,Yolo,5-021.67,Yolo,690.0,Observation,Part of a nested/multi-completion well
11N01E02D002M,LCB-13 Middle,38.8362,-121.8352,27.45,Yolo,5-021.67,Yolo,480.0,Observation,Part of a nested/multi-completion well
11N01E02D003M,LCB-13 Shallow,38.8362,-121.8352,27.45,Yolo,5-021.67,Yolo,190.0,Observation,Part of a nested/multi-completion well
11N01E24Q004M,ZAM P1 deep,38.779387,-121.812395,41.8,Yolo,5-021.67,Yolo,809.0,Observation,Part of a nested/multi-completion well
11N01E24Q005M,ZAM P2 middle-deep,38.779387,-121.812395,41.8,Yolo,5-021.67,Yolo,608.0,Observation,Part of a nested/multi-completion well
11N01E24Q006M,ZAM P3 mid-shallow,38.779387,-121.812395,41.8,Yolo,5-021.67,Yolo,407.0,Observation,Part of a nested/multi-completion well
11N01E24Q007M,ZAM P4 shallow,38.779387,-121.812395,41.8,Yolo,5-021.67,Yolo,220.0,Observation,Part of a nested/multi-completion well
11N01E24Q008M,ZAM Ext,38.779855,-121.812422,42.0,Yolo,,,,,
11N01E24Q500M,ZAM(R) P4 shallow,38.779435,-121.812369,44.81,Yolo,5-021.67,Yolo,205.0,Observation,Part of a nested/multi-completion well
11N01E24Q501M,ZAM(R) P3 mid-shall,38.779435,-121.812369,44.63,Yolo,5-021.67,Yolo,390.0,Observation,Part of a nested/multi-completion well
11N01E24Q502M,ZAM(R) P2 mid-deep,38.779435,-121.812369,44.47,Yolo,5-021.67,Yolo,615.0,Observation,Part of a nested/multi-completion well
11N01E24Q503M,ZAM(R) P1 deep,38.779435,-121.812369,44.32,Yolo,5-021.67,Yolo,805.0,Observation,Part of a nested/multi-completion well
11N02E05C002M,RGF Field 71-231,38.836091,-121.777839,25.48,Yolo,5-021.67,Yolo,231.0,Irrigation,Single Well
11N02E05F001M,RGF Field 65,38.829343,-121.778414,27.38,Yolo,5-021.67,Yolo,400.0,Irrigation,Single Well
11N03E02Q002M,SCMW-5A,38.82323563,-121.6076354,24.71,Sutter,5-021.64,North American,170.0,Observation,Part of a nested/multi-completion well
11N03E02Q003M,SCMW-5B,38.82323563,-121.6076354,24.71,Sutter,5-021.64,North American,675.0,Observation,Part of a nested/multi-completion well
11N03E02Q004M,SCMW-5C,38.82323563,-121.6076354,24.71,Sutter,5-021.64,North American,930.0,Observation,Part of a nested/multi-completion well
11N03E02Q005M,SCMW-5D,38.82323563,-121.6076354,24.71,Sutter,5-021.64,North American,1225.0,Observation,Part of a nested/multi-completion well
11N03E27N500M,YBHC-1B1,38.76279371,-121.6350118,31.44,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
11N03E27N501M,YBHC-1B2,38.76280858,-121.6350256,31.66,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
11N03E27N502M,YBHC-1C1,38.76297651,-121.6336021,32.59,Yolo,5-021.67,Yolo,34.0,Observation,Single Well
11N03E27N503M,YBHC-1C2,38.76298264,-121.6336193,32.62,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
11N03E34D500M,YBHC-1A2,38.76265983,-121.6357555,29.1,Yolo,5-021.67,Yolo,45.0,Observation,Single Well
11N03E34D501M,YBHC-1A1,38.76266402,-121.635755375,29.1,Yolo,5-021.67,Yolo,25.0,Observation,Single Well
11N03E34N500M,YBHC-2B2,38.74854334,-121.6339328,29.36,Yolo,5-021.67,Yolo,55.0,Observation,Single Well
11N03E34N501M,YBHC-2C1,38.74853201,-121.6334908,28.64,Yolo,5-021.67,Yolo,34.0,Observation,Single Well
11N03E34N502M,YBHC-2C2,38.74853186,-121.6335054,28.71,Yolo,5-021.67,Yolo,55.0,Observation,Single Well
11N03E34N503M,YBHC-2B1,38.74854175,-121.633923,29.29,Yolo,5-021.67,Yolo,30.0,Observation,Single Well
11N03E34N504M,YBHC-2A2,38.74886151,-121.6348561,22.5,Yolo,5-021.67,Yolo,50.0,Observation,Single Well
11N03E34N505M,YBHC-2A1,38.74886761,-121.6348567,22.5,Yolo,5-021.67,Yolo,25.0,Observation,Single Well
11N03E34N506M,YBHC-L1,38.750678255,-121.634569697,44.389,Yolo,5-021.67,Yolo,135.0,Observation,Single Well
11N04E04N001M,SUT P4 deep,38.823611,-121.543113,31.0,Sutter,5-021.64,North American,890.0,Observation,Part of a nested/multi-completion well
11N04E04N002M,SUT P3 middle-deep,38.823611,-121.543113,31.0,Sutter,5-021.64,North American,305.0,Observation,Part of a nested/multi-completion well
11N04E04N003M,SUT P2 mid-shallow,38.823611,-121.543113,31.0,Sutter,5-021.64,North American,195.0,Observation,Part of a nested/multi-completion well
11N04E04N004M,SUT P1 shallow,38.823611,-121.543113,31.0,Sutter,5-021.64,North American,120.0,Observation,Part of a nested/multi-completion well
11N04E04N005M,SUT Ext,38.823863,-121.543073,27.0,Sutter,,,,,
12N01E07N001M,LCB-7 Deep,38.8965,-121.9139,26.57,Yolo,5-021.67,Yolo,718.0,Observation,Part of a nested/multi-completion well
12N01E07N002M,LCB-7 Middle,38.8965,-121.9139,26.57,Yolo,5-021.67,Yolo,440.0,Observation,Part of a nested/multi-completion well
12N01E07N003M,LCB-7 Shallow,38.8965,-121.9139,26.57,Yolo,5-021.67,Yolo,300.0,Observation,Part of a nested/multi-completion well
12N01E14R001M,LCB-9 Deep,38.8813,-121.8219,29.55,Yolo,5-021.67,Yolo,545.0,Observation,Part of a nested/multi-completion well
12N01E14R002M,LCB-9 Shallow,38.8813,-121.8219,29.55,Yolo,5-021.67,Yolo,250.0,Observation,Part of a nested/multi-completion well
12N01E14R003M,LCB-9 Middle,38.8813,-121.8219,29.55,Yolo,5-021.67,Yolo,380.0,Observation,Part of a nested/multi-completion well
12N01W04M001M,DWD MW-2A,38.916277,-121.987509,62.1,Yolo,5-021.67,Yolo,165.0,Observation,Part of a nested/multi-completion well
12N01W04M002M,DWD MW-2B,38.916277,-121.987509,62.1,Yolo,5-021.67,Yolo,335.0,Observation,Part of a nested/multi-completion well
12N01W04M003M,DWD MW-2C,38.916277,-121.987509,62.1,Yolo,5-021.67,Yolo,595.0,Observation,Part of a nested/multi-completion well
12N01W15N005M,DWD MW-1A,38.88471,-121.966457,62.1,Yolo,5-021.67,Yolo,176.0,Observation,Part of a nested/multi-completion well
12N01W15N006M,DWD MW-1B,38.88471,-121.966457,62.1,Yolo,5-021.67,Yolo,399.0,Observation,Part of a nested/multi-completion well
12N01W15N007M,DWD MW-1C,38.88471,-121.966457,62.1,Yolo,5-021.67,Yolo,572.0,Observation,Part of a nested/multi-completion well
12N02E21Q001M,SR-1A shallow,38.869027,-121.752499,32.71,Yolo,5-021.67,Yolo,68.0,Observation,Part of a nested/multi-completion well
12N02E21Q002M,SR-1B middle,38.869027,-121.752499,32.71,Yolo,5-021.67,Yolo,279.0,Observation,Part of a nested/multi-completion well
12N02E21Q003M,SR-1C deep,38.869027,-121.752499,32.71,Yolo,5-021.67,Yolo,573.0,Observation,Part of a nested/multi-completion well
12N02E23H001M,SCMW-2A,38.876059,-121.709429,22.236,Sutter,5-021.62,Sutter,150.0,Observation,Part of a nested/multi-completion well
12N02E23H002M,SCMW-2B,38.876059,-121.709429,22.236,Sutter,5-021.62,Sutter,300.0,Observation,Part of a nested/multi-completion well
12N02E23H003M,SCMW-2C,38.876059,-121.709429,22.236,Sutter,5-021.62,Sutter,600.0,Observation,Part of a nested/multi-completion well
12N02E23H004M,SCMW-2D,38.876059,-121.709429,22.236,Sutter,5-021.62,Sutter,705.0,Observation,Part of a nested/multi-completion well
12N02E33P003M,RGF Field 93-360,38.83684,-121.758433,26.37,Yolo,5-021.67,Yolo,360.0,Irrigation,Single Well
12N04E03N001M,AB-1 Deep,38.9116,-121.5238,48.96,Sutter,5-021.64,North American,980.0,Observation,Part of a nested/multi-completion well
12N04E03N002M,AB-1 Middle-Deep,38.9116,-121.5238,48.96,Sutter,5-021.64,North American,710.0,Observation,Part of a nested/multi-completion well
12N04E03N003M,AB-1 Middle-Shallow,38.9116,-121.5238,48.96,Sutter,5-021.64,North American,530.0,Observation,Part of a nested/multi-completion well
12N04E03N004M,AB-1 Shallow,38.9116,-121.5238,48.96,Sutter,5-021.64,North American,190.0,Observation,Part of a nested/multi-completion well
12N04E26J002M,AB-2 Deep,38.8594,-121.4885,51.62,Sutter,5-021.64,North American,700.0,Observation,Part of a nested/multi-completion well
12N04E26J003M,AB-2 Middle,38.8594,-121.4885,51.62,Sutter,5-021.64,North American,500.0,Observation,Part of a nested/multi-completion well
12N04E26J004M,AB-2 Shallow,38.8594,-121.4885,51.62,Sutter,5-021.64,North American,155.0,Observation,Part of a nested/multi-completion well
13N01E21B002M,LCB-2 Middle,38.968914,-121.86529,27.55,Colusa,5-021.52,Colusa,522.0,Observation,Part of a nested/multi-completion well
