Station_Code,Well_Name,LATITUDE,LONGITUDE,Elevation,COUNTY_NAME,BASIN_CODE,BASIN_NAME,Well_Depth,WELL_USE,WELL_TYPE
24N01W04L001M,Screen: 188-520 ft,39.962981,-121.988839,322.41,Tehama,5-021.56,Los Molinos,520.0,Irrigation,Unknown
24N01W04M001M,Screen: 620-920 ft,39.962467,-121.994654,312.41,Tehama,5-021.56,Los Molinos,960.0,Irrigation,Single Well
24N01W05G001M,Screen: 130-490 ft,39.96552,-122.000431,304.41,Tehama,5-021.56,Los Molinos,490.0,Irrigation,Single Well
24N01W05J001M,Screen: Unknown,39.963509,-121.995328,312.41,Tehama,5-021.56,Los Molinos,178.0,Residential,Single Well
24N01W05J003M,Screen: 295-335 ft,39.963278,-121.995462,312.41,Tehama,5-021.56,Los Molinos,385.0,Observation,Part of a nested/multi-completion well
24N01W05J004M,Screen: 650-722 ft,39.963278,-121.995462,310.0,Tehama,5-021.56,Los Molinos,760.0,Observation,Part of a nested/multi-completion well
24N01W05K001M,Screen: Unknown,39.961492,-122.004195,290.41,Tehama,5-021.56,Los Molinos,260.0,Irrigation,Single Well
24N01W05Q003M,Screen: 310-330 ft,39.956729,-122.003131,289.41,Tehama,5-021.56,Los Molinos,415.0,Observation,Part of a nested/multi-completion well
24N01W05Q004M,Screen: 700-790 ft,39.956729,-122.003131,289.41,Tehama,5-021.56,Los Molinos,840.0,Observation,Part of a nested/multi-completion well
24N01W05R002M,Screen: Unknown,39.95675,-121.995642,295.0,Tehama,5-021.56,Los Molinos,160.0,Residential,Unknown
24N01W06J002M,Screen: 290-300 ft,39.962048,-122.017114,272.41,Tehama,5-021.56,Los Molinos,317.0,Observation,Single Well
24N02W01L001M,Screen: 350-450- ft,39.961965,-122.03913,253.42,Tehama,5-021.56,Los Molinos,471.0,Observation,Part of a nested/multi-completion well
24N02W01L002M,Screen: 750-840- ft,39.961965,-122.03913,253.42,Tehama,5-021.56,Los Molinos,862.0,Observation,Part of a nested/multi-completion well
24N02W01R001M,Screen: 640-690- ft,39.958006,-122.029578,251.41,Tehama,5-021.56,Los Molinos,,Observation,Single Well
24N02W01R002M,Screen: 788-843 ft,39.958006,-122.029578,251.41,Tehama,5-021.56,Los Molinos,880.0,Observation,Part of a nested/multi-completion well
24N02W03B001M,Screen: 152-368 ft,39.970291,-122.074517,204.42,Tehama,5-021.56,Los Molinos,368.0,Irrigation,Single Well
24N02W12P001M,Screen: 164-359 ft,39.945556,-122.039923,228.41,Tehama,5-021.56,Los Molinos,370.0,Observation,Part of a nested/multi-completion well
24N02W12P002M,Screen: 760-850 ft,39.945556,-122.039923,228.41,Tehama,5-021.56,Los Molinos,870.0,Observation,Part of a nested/multi-completion well
24N02W24D002M,Screen: 979-989 ft,39.925145,-122.043564,212.41,Tehama,5-021.56,Los Molinos,1040.0,Observation,Part of a nested/multi-completion well
24N02W24D003M,Screen: 731-741 ft,39.925145,-122.043564,212.41,Tehama,5-021.56,Los Molinos,804.0,Observation,Part of a nested/multi-completion well
24N02W24D004M,Screen: 346-356 ft,39.925145,-122.043564,212.41,Tehama,5-021.56,Los Molinos,397.0,Observation,Part of a nested/multi-completion well
24N02W27G001M,Screen: 939-949 ft,39.90775,-122.072131,182.42,Tehama,5-021.56,Los Molinos,940.0,Observation,Part of a nested/multi-completion well
24N02W27G002M,Screen: 495-505 ft,39.90775,-122.072131,182.42,Tehama,5-021.56,Los Molinos,560.0,Observation,Part of a nested/multi-completion well
24N02W27G003M,Screen: 168-178 ft,39.90775,-122.072131,182.42,Tehama,5-021.56,Los Molinos,209.0,Observation,Part of a nested/multi-completion well
24N02W27G004M,Screen: 64-74 ft,39.90775,-122.072131,182.42,Tehama,5-021.56,Los Molinos,93.0,Observation,Part of a nested/multi-completion well
24N02W29N003M,Screen: 200-290 ft,39.899609,-122.122728,212.45,Tehama,5-021.51,Corning,388.0,Observation,Part of a nested/multi-completion well
24N02W29N004M,Screen: 590-710 ft,39.899609,-122.122728,212.45,Tehama,5-021.51,Corning,741.0,Observation,Part of a nested/multi-completion well
24N03W15A001M,Corning Yrd CWT- D,39.94085,-122.182325,280.8,Tehama,5-021.51,Corning,880.0,Observation,Part of a nested/multi-completion well
24N03W15A002M,Corning Yrd CWT- ID,39.94085,-122.182325,280.9,Tehama,5-021.51,Corning,650.0,Observation,Part of a nested/multi-completion well
24N03W15A003M,Corning Yrd CWT- IS,39.94085,-122.182325,281.0,Tehama,5-021.51,Corning,350.0,Observation,Part of a nested/multi-completion well
24N03W15A004M,Corning Yrd CWT- S,39.94085,-122.182325,281.2,Tehama,5-021.51,Corning,220.0,Observation,Part of a nested/multi-completion well
24N03W29Q001M,Screen: 130-360 ft,39.903046,-122.224557,314.18,Tehama,5-021.51,Corning,372.0,Observation,Part of a nested/multi-completion well
24N03W29Q002M,Screen: 490-550 ft,39.903046,-122.224557,314.18,Tehama,5-021.51,Corning,575.0,Observation,Part of a nested/multi-completion well
24N03W29Q003M,Screen: 650-790 ft,39.903046,-122.224557,314.18,Tehama,5-021.51,Corning,844.0,Observation,Part of a nested/multi-completion well
24N04W07F003M,TSS Red Bluff-D,39.95219001,-122.361879,460.1,Tehama,5-021.50,Red Bluff,930.0,Observation,Part of a nested/multi-completion well
24N04W07F004M,TSS Red Bluff-ID,39.95219,-122.361879,460.06,Tehama,5-021.50,Red Bluff,660.0,Observation,Part of a nested/multi-completion well
24N04W07F005M,TSS Red Bluff-IS,39.95219,-122.361879,459.96,Tehama,5-021.50,Red Bluff,310.0,Observation,Part of a nested/multi-completion well
24N04W07F006M,TSS Red Bluff-S,39.95219,-122.361879,459.85,Tehama,5-021.50,Red Bluff,170.0,Observation,Part of a nested/multi-completion well
24N17E13J001M,LAS_13J001M,39.9286,-120.0197,4432.52,Lassen,6-104,Long Valley,148.0,Observation,Part of a nested/multi-completion well
24N17E13J002M,LAS_13J002M,39.9286,-120.0197,4432.22,Lassen,6-104,Long Valley,51.0,Observation,Part of a nested/multi-completion well
25N01W32P001M,Screen: 209-256 ft,39.973278,-122.006864,303.41,Tehama,5-021.56,Los Molinos,330.0,Observation,Part of a nested/multi-completion well
25N01W32P002M,Screen: 440-510 ft,39.973278,-122.006864,303.41,Tehama,5-021.56,Los Molinos,530.0,Observation,Part of a nested/multi-completion well
25N01W32P003M,Screen: 650-660 ft,39.973278,-122.006864,303.41,Tehama,5-021.56,Los Molinos,720.0,Observation,Part of a nested/multi-completion well
25N01W34N002M,Screen: 207-217 ft,39.973967,-121.97482,366.43,Tehama,5-021.56,Los Molinos,263.0,Observation,Part of a nested/multi-completion well
25N01W34N003M,Screen: 625-680 ft,39.973967,-121.97482,366.43,Tehama,5-021.56,Los Molinos,743.0,Observation,Part of a nested/multi-completion well
25N03W11B001M,Screen: 150-180 ft,40.042815,-122.166514,252.1,Tehama,5-021.50,Red Bluff,255.0,Observation,Part of a nested/multi-completion well
25N03W11B002M,Screen: 680-750 ft,40.042815,-122.166514,252.03,Tehama,5-021.50,Red Bluff,789.0,Observation,Part of a nested/multi-completion well
25N03W11B003M,Screen: 940-960 ft,40.042815,-122.166514,252.05,Tehama,5-021.50,Red Bluff,1000.0,Observation,Part of a nested/multi-completion well
25N05W13P002M,TEH_13P002M,40.016368023,-122.381840799,466.47,Tehama,5-021.50,Red Bluff,915.0,Observation,Part of a nested/multi-completion well
25N05W13P003M,TEH_13P003M,40.016371196,-122.38096639,466.24,Tehama,5-021.50,Red Bluff,575.0,Observation,Part of a nested/multi-completion well
25N05W13P004M,TEH_13P004M,40.01637315,-122.3809656,465.88,Tehama,5-021.50,Red Bluff,300.0,Observation,Part of a nested/multi-completion well
25N05W13P005M,TEH_13P005M,40.0163724,-122.3809669,465.35,Tehama,5-021.50,Red Bluff,190.0,Observation,Part of a nested/multi-completion well
25N13E36F001M,TC01,39.980439,-120.47905204,5492.01,Plumas,5-058,Clover Valley,7.0,Observation,Single Well
25N13E36F002M,TC02,39.978946,-120.479587,5486.96,Plumas,5-058,Clover Valley,24.0,Observation,Single Well
25N13E36F003M,TC03,39.977934,-120.477751,5481.49,Plumas,5-058,Clover Valley,28.0,Observation,Single Well
25N13E36F004M,TC10,39.979637,-120.478203,5485.51,Plumas,5-058,Clover Valley,24.0,Observation,Single Well
25N13E36G001M,TC09,39.977363,-120.475535,548.139,Plumas,5-058,Clover Valley,12.0,Observation,Single Well
25N13E36K001M,TC06,39.97544,-120.475782,5464.22,Plumas,5-058,Clover Valley,14.0,Observation,Single Well
25N13E36K002M,TC07,39.974172,-120.471742,5458.2,Plumas,5-058,Clover Valley,16.0,Observation,Single Well
25N13E36K003M,TC08,39.976526,-120.473529,5463.73,Plumas,5-058,Clover Valley,7.0,Observation,Single Well
25N13E36L001M,TC04,39.977357,-120.479798,547.558,Plumas,5-058,Clover Valley,18.0,Observation,Single Well
25N13E36L002M,TC05,39.976538,-120.477381,5469.24,Plumas,5-058,Clover Valley,21.0,Observation,Single Well
26N02W14G001M,Screen: Unknown,40.1076,-122.063,314.43,Tehama,5-021.56,Los Molinos,394.0,Irrigation,Single Well
26N02W22E003M,Dye Creek CWT- D,40.09211014,-122.085546,256.0,Tehama,5-021.56,Los Molinos,820.0,Observation,Part of a nested/multi-completion well
26N02W22E004M,Dye Creek CWT- ID,40.09211014,-122.085546,256.2,Tehama,5-004,Big Valley,680.0,Observation,Part of a nested/multi-completion well
26N02W22E005M,Dye Creek CWT- IS,40.09211014,-122.085546,256.3,Tehama,5-021.56,Los Molinos,280.0,Observation,Part of a nested/multi-completion well
26N02W22E006M,Dye Creek CWT- S,40.09211014,-122.085546,256.7,Tehama,5-021.56,Los Molinos,60.0,Observation,Part of a nested/multi-completion well
26N02W22G002M,Screen: Unknown,40.0937,-122.0759,270.22,Tehama,5-021.56,Los Molinos,146.0,Observation,Single Well
26N02W22G003M,Screen: Unknown,40.0938,-122.0761,270.12,Tehama,5-021.56,Los Molinos,546.0,Observation,Single Well
26N02W26F001M,Screen: Unknown,40.08043,-122.065966,318.0,Tehama,5-021.56,Los Molinos,780.0,Unknown,Single Well
27N03W15N004M,Screen: 680-750 ft,40.187439,-122.198787,276.92,Tehama,5-021.54,Antelope,770.0,Observation,Part of a nested/multi-completion well
27N03W15N005M,Screen: 510-550 ft,40.187439,-122.198787,276.76,Tehama,5-021.54,Antelope,570.0,Observation,Part of a nested/multi-completion well
27N03W15N006M,Screen: 290-340 ft,40.187439,-122.198787,276.59,Tehama,5-021.54,Antelope,360.0,Observation,Part of a nested/multi-completion well
27N03W15N007M,Screen: 110-210 ft,40.187439,-122.198787,276.43,Tehama,5-021.54,Antelope,230.0,Observation,Part of a nested/multi-completion well
27N03W15N008M,Screen: 65-85 ft,40.187439,-122.198787,276.29,Tehama,5-021.54,Antelope,95.0,Observation,Part of a nested/multi-completion well
27N14E26E003M,Screen: 205-218 ft,40.170859,-120.37601,4263.37,Lassen,6-004,Honey Lake Valley,221.0,Observation,Single Well
27N14E26E004M,Screen: 110-130 ft,40.170859,-120.37601,4263.32,Lassen,6-004,Honey Lake Valley,150.0,Observation,Single Well
27S38E32C001M,IWVGSA-01D,35.549043,-117.910705,0.0,Kern,6-054,Indian Wells Valley,1120.0,Observation,Part of a nested/multi-completion well
27S38E32C002M,IWVGSA-01I,35.549043,-117.910705,0.0,Kern,6-054,Indian Wells Valley,897.0,Observation,Part of a nested/multi-completion well
27S38E32C003M,IWVGSA-01S,35.549043,-117.910705,0.0,Kern,6-054,Indian Wells Valley,490.0,Observation,Part of a nested/multi-completion well
29N03W18M001M,Screen: 125-234 ft,40.36722,-122.254839,418.54,Tehama,5-006.01,Bowman,234.0,Irrigation,Single Well
29N04W03R002M,Screen: 740-880 ft,40.392931,-122.294453,457.84,Shasta,5-006.03,Anderson,917.0,Observation,Part of a nested/multi-completion well
29N04W03R003M,Screen: 515-660 ft,40.392931,-122.294453,457.84,Shasta,5-006.03,Anderson,696.0,Observation,Part of a nested/multi-completion well
29N04W03R004M,Screen: 380-390 ft,40.392931,-122.294453,457.84,Shasta,5-006.03,Anderson,438.0,Observation,Part of a nested/multi-completion well
29N04W03R005M,Screen: 128-188 ft,40.392931,-122.294453,457.84,Shasta,5-006.03,Anderson,254.0,Observation,Part of a nested/multi-completion well
29N04W03R006M,Screen: 40-60 ft,40.392931,-122.294453,457.84,Shasta,5-006.03,Anderson,76.0,Observation,Part of a nested/multi-completion well
29N04W20A001M,Screen: 755-855 ft,40.358539,-122.333847,451.48,Tehama,5-006.01,Bowman,876.0,Observation,Part of a nested/multi-completion well
29N04W20A002M,Screen: 360-430 ft,40.358539,-122.333847,451.48,Tehama,5-006.01,Bowman,451.0,Observation,Part of a nested/multi-completion well
29N04W20A003M,Screen: 154-189 ft,40.358539,-122.333847,451.48,Tehama,5-006.01,Bowman,194.0,Observation,Part of a nested/multi-completion well
29N04W20A004M,Screen: 50-60 ft,40.358539,-122.333847,451.48,Tehama,5-006.01,Bowman,76.0,Observation,Part of a nested/multi-completion well
30N03W18B001M,Screen: 30-50 ft,40.461329,-122.244303,400.12,Shasta,5-006.03,Anderson,55.0,Observation,Single Well
30N03W18B002M,Screen: 110-160 ft,40.461331,-122.244265,400.1,Shasta,5-006.03,Anderson,160.0,Observation,Single Well
30N03W30Q002M,Screen: 70-100 ft,40.419478,-122.246346,445.09,Shasta,5-006.03,Anderson,103.0,Observation,Single Well
30N03W32P003M,Screen: 60-100 ft,40.40599656,-122.2300515,434.07,Shasta,5-006.03,Anderson,101.0,Observation,Single Well
30N04W10H002M,Screen: 20-40 ft,40.4707,-122.2954,410.47,Shasta,5-006.03,Anderson,40.0,Observation,Single Well
30N04W10H003M,Screen: 100-150 ft,40.4707,-122.2954,410.57,Shasta,5-006.03,Anderson,150.0,Observation,Single Well
30N04W10H004M,10H004M shallow,40.47052,-122.295136,418.8,Shasta,5-006.03,Anderson,55.0,Observation,Single Well
30N04W10H005M,ACID 10H005M,40.470478,-122.295155,418.7,Shasta,5-006.03,Anderson,160.0,Observation,Single Well
30N04W22F002M,Screen: 70-110 ft,40.441159,-122.301553,447.86,Shasta,5-006.03,Anderson,113.0,Observation,Single Well
30N04W22F003M,Screen: 170-200 ft,40.441123,-122.301538,447.64,Shasta,5-006.03,Anderson,202.0,Observation,Single Well
30N04W22F004M,Screen: 480-520 ft,40.44123583,-122.3017765,447.8,Shasta,5-006.03,Anderson,540.0,Observation,Single Well
30N04W23M001M,Screen: 80-110 ft,40.43773944,-122.288336,472.33,Shasta,5-006.03,Anderson,114.0,Observation,Single Well
30N04W23M002M,Screen: 140-180 ft,40.43775711,-122.2882768,472.67,Shasta,5-006.03,Anderson,201.0,Observation,Single Well
30N04W25D003M,Screen: 100-120 ft,40.43101428,-122.2731396,472.47,Shasta,5-006.03,Anderson,122.0,Observation,Single Well
30N04W25D004M,Screen: 150-200 ft,40.43105944,-122.2731626,472.07,Shasta,5-006.03,Anderson,210.0,Observation,Single Well
31N04W22P001M,31N04W22P001M,40.5223917,-122.3091367,503.341,Shasta,5-006.04,Enterprise,660.0,Observation,Part of a nested/multi-completion well
31N04W22P002M,31N04W22P002M,40.5223931,-122.3091373,503.207,Shasta,5-006.04,Enterprise,530.0,Observation,Part of a nested/multi-completion well
31N04W22P003M,31N04W22P003M,40.5223923,-122.3091349,503.077,Shasta,5-006.04,Enterprise,300.0,Observation,Part of a nested/multi-completion well
31N04W22P004M,31N04W22P004M,40.5223936,-122.3091356,502.977,Shasta,5-006.04,Enterprise,125.0,Observation,Part of a nested/multi-completion well
31N04W29R004M,R04M,40.5074,-122.3383,444.6,Shasta,5-006.04,Enterprise,210.0,Observation,Single Well
31N04W29R006M,R06M,40.5073,-122.3383,444.6,Shasta,5-006.04,Enterprise,325.0,Unknown,Single Well
38N05E35P001M,38N05E35P001M,41.0805,-121.3651,3318.7,Shasta,5-005,Fall River Valley,21.0,Observation,Single Well
38N07E23C001M,BVMW 5-1,41.121876,-121.133878,4129.05,Lassen,5-004,Big Valley,540.0,Observation,Single Well
38N07E23C002M,BVMW 5-2,41.121946,-121.133878,4128.92,Lassen,5-004,Big Valley,115.0,Observation,Single Well
38N07E23C003M,BVMW 5-3,41.121181,-121.136652,4131.73,Lassen,5-004,Big Valley,85.0,Observation,Single Well
38N07E23F001M,BVMW 5-4,41.120554,-121.134001,4130.23,Lassen,5-004,Big Valley,90.0,Observation,Single Well
39N02W06Q001M,Puff Meister,41.24756,-122.12692,3240.0,Siskiyou,,,259.0,Residential,Single Well
39N07E13J001M,BVMW 3-3,41.215719,-121.10509,4164.36,Modoc,5-004,Big Valley,50.0,Observation,Single Well
39N07E13J002M,BVMW 3-4,41.215723,-121.105409,4165.31,Modoc,5-004,Big Valley,50.0,Observation,Single Well
39N07E18M001M,BVMW 3-1,41.21694,-121.1049557,4164.75,Modoc,5-004,Big Valley,185.0,Observation,Single Well
39N07E18M002M,BVMW 3-2,41.217008,-121.104957,4164.92,Modoc,5-004,Big Valley,40.0,Observation,Single Well
39N07E22M002M,BVMW 4-1,41.202928,-121.1587,4152.73,Modoc,5-004,Big Valley,425.0,Observation,Single Well
39N07E22M003M,BVMW 4-4,41.20354,-121.157843,4161.65,Modoc,5-004,Big Valley,93.0,Observation,Single Well
39N07E22M004M,BVMW 4-3,41.202991,-121.157859,4152.66,Modoc,5-004,Big Valley,80.0,Observation,Single Well
39N07E22M005M,BVMW 4-2,41.202935,-121.15879,4153.06,Modoc,5-004,Big Valley,74.0,Observation,Single Well
39N08E15A001M,BVMW 2-4,41.211997,-121.029379,4209.95,Modoc,5-004,Big Valley,60.0,Observation,Single Well
39N08E23D001M,BVMW 2-1,41.211851,-121.028608,4216.51,Modoc,5-004,Big Valley,250.0,Observation,Single Well
39N08E23D002M,BVMW 2-2,41.211838,-121.028552,4216.77,Modoc,5-004,Big Valley,70.0,Observation,Single Well
39N08E23D003M,BVMW 2-3,41.210951,-121.028682,4214.26,Modoc,5-004,Big Valley,70.0,Observation,Single Well
39N09E29K001M,BVMW 1-1,41.188025,-120.959864,4214.17,Modoc,5-004,Big Valley,265.0,Observation,Single Well
39N09E29K002M,BVMW 1-2,41.188095,-120.959791,4214.54,Modoc,5-004,Big Valley,52.0,Observation,Single Well
39N09E29K003M,BVMW 1-3,41.187786,-120.959347,4218.5,Modoc,5-004,Big Valley,50.0,Observation,Single Well
39N09E29K004M,BVMW 1-4,41.188034,-120.959004,4218.39,Modoc,5-004,Big Valley,49.0,Observation,Single Well
40N04Q06L001M,Betty,41.34121,-122.35776,3790.0,Siskiyou,,,145.0,Residential,Single Well
40N04W05N001M,Serendipity,41.33738,-122.34346,3695.0,Siskiyou,,,122.0,Residential,Single Well
40N04W09G001M,Bifang,41.32846,-122.31547,3740.0,Siskiyou,,,,Residential,Single Well
40N04W09G002M,Ohio,41.32732,-122.31425,3725.0,Siskiyou,,,127.0,Residential,Single Well
40N04W09G003M,ClearWater2,41.32832,-122.31178,3760.0,Siskiyou,,,205.0,Residential,Single Well
40N04W09H001M,Slodki,41.32996,-122.31088,3830.0,Siskiyou,,,205.0,Residential,Single Well
40N04W09J003M,Life,41.32545,-122.31066,3720.0,Siskiyou,,,105.0,Residential,Single Well
40N04W10E001M,Deep Water,41.32747,-122.30427,3820.0,Siskiyou,,,,Residential,Single Well
40N05W01J001M,Vita,41.33852,-122.3658,3770.0,Siskiyou,,,124.0,Residential,Single Well
43N06W28B001M,43N06W28B001M,41.550591,-122.544563,2799.38,Siskiyou,1-004,Shasta Valley,440.0,Observation,Part of a nested/multi-completion well
43N06W28B002M,43N06W28B002M,41.550591,-122.544563,2799.3,Siskiyou,1-004,Shasta Valley,380.0,Observation,Part of a nested/multi-completion well
43N06W28B003M,43N06W28B003M,41.550591,-122.544563,2799.24,Siskiyou,1-004,Shasta Valley,310.0,Observation,Part of a nested/multi-completion well
43N06W28B004M,43N06W28B004M,41.550591,-122.544563,2799.11,Siskiyou,1-004,Shasta Valley,220.0,Observation,Part of a nested/multi-completion well
46N05E21M001M,Screen: 32-325 ft,41.811383,-121.41462,4033.5,Modoc,1-002.01,Tulelake,325.0,Irrigation,Single Well
46N05E22D001M,Screen: 114-554 ft,41.817406,-121.395484,4033.97,Modoc,1-002.01,Tulelake,571.0,Irrigation,Single Well
47N01W27D001M,BVA1,41.89439222,-121.9748336,4243.63,Siskiyou,1-003,Butte Valley,1095.0,Observation,Part of a nested/multi-completion well
47N01W27D002M,BVA2,41.89439222,-121.9748336,4243.81,Siskiyou,1-003,Butte Valley,870.0,Observation,Part of a nested/multi-completion well
47N01W27D003M,BVA3,41.89439222,-121.9748336,4244.0,Siskiyou,1-003,Butte Valley,235.0,Observation,Part of a nested/multi-completion well
47N01W27D004M,BVA4,41.89439222,-121.9748336,4244.17,Siskiyou,1-003,Butte Valley,120.0,Observation,Part of a nested/multi-completion well
48N04E13K001M,Screen: 935-1557 ft,41.997039,-121.45195,4046.95,Siskiyou,1-002.01,Tulelake,1570.0,Irrigation,Single Well
48N04E14M001M,Screen: 36-127 ft,41.997213,-121.484248,4045.74,Siskiyou,1-002.01,Tulelake,127.0,Stockwatering,Single Well
48N04E15K001M,Screen: 1212-1433 ft,41.997792,-121.493084,4046.06,Siskiyou,1-002.01,Tulelake,1440.0,Irrigation,Single Well
48N04E16M001M,Screen: 1053-1537 ft,41.997942,-121.525125,4052.2,Siskiyou,1-002.01,Tulelake,1710.0,Irrigation,Single Well
48N04E16P003M,Screen: Unknown,41.996289,-121.515967,4047.0,Siskiyou,1-002.01,Tulelake,1200.0,Industrial,Unknown
48N04E18J001M,Screen: 1260-1540 ft,41.997975,-121.545492,4052.49,Siskiyou,1-002.01,Tulelake,1550.0,Irrigation,Single Well
48N04E30F001M,Screen: 25-142 ft,41.97259403,-121.5574037,4048.03,Siskiyou,1-002.01,Tulelake,142.0,Industrial,Single Well
48N04E30F002M,Screen: 260-700 ft,41.972031,-121.556709,4043.5,Siskiyou,1-002.01,Tulelake,740.0,Irrigation,Single Well
48N04E30L001M,Screen: Unknown,41.969267,-121.5586,4041.0,Siskiyou,1-002.01,Tulelake,50.0,Residential,Unknown
48N04E35C001M,Screen: 2561-2761 ft,41.960784,-121.481067,4037.6,Siskiyou,1-002.01,Tulelake,2790.0,Other,Single Well
48N05E13R003M,Screen: Unknown,41.996453,-121.341703,4048.3,Modoc,1-002.01,Tulelake,,Other,Single Well
48N05E14R001M,Screen: 814-1537 ft,41.996253,-121.360836,4064.71,Modoc,1-002.01,Tulelake,2030.0,Irrigation,Single Well
48N05E16P001M,Screen: 823-2108 ft,41.996186,-121.410553,4048.83,Modoc,1-002.01,Tulelake,2600.0,Irrigation,Single Well
48N05E25Q001M,Screen: 5-110 ft,41.965217,-121.345209,4103.59,Modoc,1-002.01,Tulelake,110.0,Stockwatering,Single Well
48N05E26D001M,Screen: 1250-1802 ft,41.97617,-121.372667,4045.53,Modoc,1-002.01,Tulelake,1810.0,Irrigation,Single Well
48N05E36A002M,Screen: 428-528 ft,41.961436,-121.341139,4138.48,Modoc,1-002.01,Tulelake,528.0,Irrigation,Single Well
FHM4,FHM4,0.0,0.0,5121.79,Modoc,,,,,
